Assembled_VSG_188	Cluster 0
Assembled_VSG_36239	Cluster 15444
Assembled_VSG_36106	Cluster 15445
Assembled_VSG_36612	Cluster 15446
Assembled_VSG_36613	Cluster 15447
Assembled_VSG_36618	Cluster 15447
Assembled_VSG_36478	Cluster 15448
Assembled_VSG_44118	Cluster 15449
Assembled_VSG_36616	Cluster 15449
Assembled_VSG_36617	Cluster 15450
Assembled_VSG_36619	Cluster 15451
Assembled_VSG_45295	Cluster 15452
Assembled_VSG_64802	Cluster 15452
Assembled_VSG_64818	Cluster 15452
Assembled_VSG_64821	Cluster 15452
Assembled_VSG_64833	Cluster 15452
Assembled_VSG_36114	Cluster 15452
Assembled_VSG_52713	Cluster 15452
Assembled_VSG_52714	Cluster 15452
Assembled_VSG_36392	Cluster 15453
Assembled_VSG_36115	Cluster 15454
Assembled_VSG_36116	Cluster 15455
Assembled_VSG_36128	Cluster 15455
Assembled_VSG_36129	Cluster 15455
Assembled_VSG_36117	Cluster 15456
Assembled_VSG_38084	Cluster 15457
Assembled_VSG_36479	Cluster 15457
Assembled_VSG_36621	Cluster 15458
Assembled_VSG_36121	Cluster 15459
Assembled_VSG_36122	Cluster 15460
Assembled_VSG_54024	Cluster 15461
Assembled_VSG_36123	Cluster 15461
Assembled_VSG_36124	Cluster 15462
Assembled_VSG_36622	Cluster 15463
Assembled_VSG_36132	Cluster 15464
Assembled_VSG_36396	Cluster 15465
Assembled_VSG_64326	Cluster 15466
Assembled_VSG_57374	Cluster 15466
Assembled_VSG_36136	Cluster 15466
Assembled_VSG_36632	Cluster 15467
Assembled_VSG_61564	Cluster 15467
Assembled_VSG_37473	Cluster 15468
Assembled_VSG_36951	Cluster 15468
Assembled_VSG_41302	Cluster 15468
Assembled_VSG_45954	Cluster 15468
Assembled_VSG_36483	Cluster 15468
Assembled_VSG_37856	Cluster 15468
Assembled_VSG_42333	Cluster 15469
Assembled_VSG_42330	Cluster 15469
Assembled_VSG_47544	Cluster 15469
Assembled_VSG_36142	Cluster 15469
Assembled_VSG_36144	Cluster 15469
Assembled_VSG_52203	Cluster 15470
Assembled_VSG_36484	Cluster 15470
Assembled_VSG_36635	Cluster 15470
Assembled_VSG_36636	Cluster 15470
Assembled_VSG_36637	Cluster 15470
Assembled_VSG_64474	Cluster 15470
Assembled_VSG_36638	Cluster 15470
Assembled_VSG_61909	Cluster 15470
Assembled_VSG_61966	Cluster 15470
Assembled_VSG_51519	Cluster 15471
Assembled_VSG_36485	Cluster 15471
Assembled_VSG_36158	Cluster 15472
Assembled_VSG_36161	Cluster 15473
Assembled_VSG_36937	Cluster 15474
Assembled_VSG_36939	Cluster 15474
Assembled_VSG_36940	Cluster 15474
Assembled_VSG_36641	Cluster 15474
Assembled_VSG_36642	Cluster 15474
Assembled_VSG_36643	Cluster 15474
Assembled_VSG_36644	Cluster 15474
Assembled_VSG_36646	Cluster 15474
Assembled_VSG_36647	Cluster 15474
Assembled_VSG_36648	Cluster 15474
Assembled_VSG_36649	Cluster 15474
Assembled_VSG_36650	Cluster 15474
Assembled_VSG_36652	Cluster 15474
Assembled_VSG_36654	Cluster 15474
Assembled_VSG_36656	Cluster 15474
Assembled_VSG_37169	Cluster 15474
Assembled_VSG_37171	Cluster 15474
Assembled_VSG_37173	Cluster 15474
Assembled_VSG_38769	Cluster 15474
Assembled_VSG_38770	Cluster 15474
Assembled_VSG_38772	Cluster 15474
Assembled_VSG_36668	Cluster 15474
Assembled_VSG_36669	Cluster 15474
Assembled_VSG_36670	Cluster 15474
Assembled_VSG_36672	Cluster 15474
Assembled_VSG_36673	Cluster 15474
Assembled_VSG_36674	Cluster 15474
Assembled_VSG_36165	Cluster 15475
Assembled_VSG_36166	Cluster 15476
Assembled_VSG_36169	Cluster 15477
Assembled_VSG_36170	Cluster 15477
Assembled_VSG_36401	Cluster 15478
Assembled_VSG_36651	Cluster 15479
Assembled_VSG_36653	Cluster 15479
Assembled_VSG_36655	Cluster 15479
Assembled_VSG_36657	Cluster 15479
Assembled_VSG_37168	Cluster 15479
Assembled_VSG_37172	Cluster 15479
Assembled_VSG_36175	Cluster 15480
Assembled_VSG_36176	Cluster 15480
Assembled_VSG_36177	Cluster 15480
Assembled_VSG_36178	Cluster 15480
Assembled_VSG_36189	Cluster 15480
Assembled_VSG_36180	Cluster 15481
Assembled_VSG_36658	Cluster 15482
Assembled_VSG_36487	Cluster 15482
Assembled_VSG_61758	Cluster 15483
Assembled_VSG_36961	Cluster 15483
Assembled_VSG_36660	Cluster 15483
Assembled_VSG_36661	Cluster 15484
Assembled_VSG_36186	Cluster 15485
Assembled_VSG_36190	Cluster 15485
Assembled_VSG_49598	Cluster 15486
Assembled_VSG_36192	Cluster 15486
Assembled_VSG_36194	Cluster 15486
Assembled_VSG_43696	Cluster 15486
Assembled_VSG_39446	Cluster 15486
Assembled_VSG_41876	Cluster 15486
Assembled_VSG_50197	Cluster 15486
Assembled_VSG_50172	Cluster 15486
Assembled_VSG_36404	Cluster 15487
Assembled_VSG_49599	Cluster 15488
Assembled_VSG_36198	Cluster 15488
Assembled_VSG_36199	Cluster 15489
Assembled_VSG_36200	Cluster 15490
Assembled_VSG_36201	Cluster 15491
Assembled_VSG_36206	Cluster 15492
Assembled_VSG_36405	Cluster 15493
Assembled_VSG_36938	Cluster 15494
Assembled_VSG_37170	Cluster 15494
Assembled_VSG_36671	Cluster 15494
Assembled_VSG_36675	Cluster 15494
Assembled_VSG_42680	Cluster 15495
Assembled_VSG_36209	Cluster 15495
Assembled_VSG_36210	Cluster 15496
Assembled_VSG_36212	Cluster 15497
Assembled_VSG_43687	Cluster 15498
Assembled_VSG_36496	Cluster 15498
Assembled_VSG_36497	Cluster 15498
Assembled_VSG_58583	Cluster 15498
Assembled_VSG_58611	Cluster 15498
Assembled_VSG_43463	Cluster 15498
Assembled_VSG_36409	Cluster 15499
Assembled_VSG_36680	Cluster 15500
Assembled_VSG_36681	Cluster 15500
Assembled_VSG_36498	Cluster 15501
Assembled_VSG_36225	Cluster 15502
Assembled_VSG_36226	Cluster 15502
Assembled_VSG_36232	Cluster 15503
Assembled_VSG_36241	Cluster 15504
Assembled_VSG_36242	Cluster 15505
Assembled_VSG_36243	Cluster 15505
Assembled_VSG_36499	Cluster 15506
Assembled_VSG_36689	Cluster 15506
Assembled_VSG_36694	Cluster 15506
Assembled_VSG_36500	Cluster 15507
Assembled_VSG_36501	Cluster 15508
Assembled_VSG_36506	Cluster 15508
Assembled_VSG_43870	Cluster 15509
Assembled_VSG_36411	Cluster 15509
Assembled_VSG_36690	Cluster 15510
Assembled_VSG_36412	Cluster 15511
Assembled_VSG_36415	Cluster 15511
Assembled_VSG_36245	Cluster 15512
Assembled_VSG_40713	Cluster 15513
Assembled_VSG_39515	Cluster 15513
Assembled_VSG_40889	Cluster 15513
Assembled_VSG_36691	Cluster 15513
Assembled_VSG_36413	Cluster 15514
Assembled_VSG_36414	Cluster 15514
Assembled_VSG_36504	Cluster 15515
Assembled_VSG_36697	Cluster 15515
Assembled_VSG_36692	Cluster 15516
Assembled_VSG_36693	Cluster 15516
Assembled_VSG_36249	Cluster 15517
Assembled_VSG_36507	Cluster 15518
Assembled_VSG_36416	Cluster 15519
Assembled_VSG_41085	Cluster 15520
Assembled_VSG_41086	Cluster 15520
Assembled_VSG_36417	Cluster 15520
Assembled_VSG_36250	Cluster 15521
Assembled_VSG_45184	Cluster 15521
Assembled_VSG_36251	Cluster 15522
Assembled_VSG_36253	Cluster 15523
Assembled_VSG_57652	Cluster 15523
Assembled_VSG_36257	Cluster 15524
Assembled_VSG_36509	Cluster 15525
Assembled_VSG_36261	Cluster 15526
Assembled_VSG_36521	Cluster 15527
Assembled_VSG_36523	Cluster 15527
Assembled_VSG_36526	Cluster 15527
Assembled_VSG_36530	Cluster 15527
Assembled_VSG_36321	Cluster 15528
Assembled_VSG_36323	Cluster 15529
Assembled_VSG_36524	Cluster 15530
Assembled_VSG_36525	Cluster 15530
Assembled_VSG_36528	Cluster 15530
Assembled_VSG_36432	Cluster 15531
Assembled_VSG_36532	Cluster 15531
Assembled_VSG_36527	Cluster 15532
Assembled_VSG_36529	Cluster 15532
Assembled_VSG_37491	Cluster 15533
Assembled_VSG_36531	Cluster 15533
Assembled_VSG_67556	Cluster 15534
Assembled_VSG_36433	Cluster 15534
Assembled_VSG_36435	Cluster 15535
Assembled_VSG_68841	Cluster 15536
Assembled_VSG_36720	Cluster 15536
Assembled_VSG_36729	Cluster 15536
Assembled_VSG_36333	Cluster 15536
Assembled_VSG_36334	Cluster 15536
Assembled_VSG_36748	Cluster 15536
Assembled_VSG_36749	Cluster 15537
Assembled_VSG_36750	Cluster 15538
Assembled_VSG_36473	Cluster 15539
Assembled_VSG_36103	Cluster 15540
Assembled_VSG_36573	Cluster 15541
Assembled_VSG_36822	Cluster 15542
Assembled_VSG_36823	Cluster 15542
Assembled_VSG_56575	Cluster 15542
Assembled_VSG_57153	Cluster 15542
Assembled_VSG_43241	Cluster 15542
Assembled_VSG_55009	Cluster 15542
Assembled_VSG_55010	Cluster 15542
Assembled_VSG_51208	Cluster 15542
Assembled_VSG_36834	Cluster 15543
Assembled_VSG_42350	Cluster 15543
Assembled_VSG_40296	Cluster 15543
Assembled_VSG_36953	Cluster 15543
Assembled_VSG_36816	Cluster 15544
Assembled_VSG_37671	Cluster 15544
Assembled_VSG_41024	Cluster 15544
Assembled_VSG_41023	Cluster 15544
Assembled_VSG_41679	Cluster 15544
Assembled_VSG_41025	Cluster 15544
Assembled_VSG_41052	Cluster 15544
Assembled_VSG_37855	Cluster 15544
Assembled_VSG_37472	Cluster 15544
Assembled_VSG_37923	Cluster 15544
Assembled_VSG_41373	Cluster 15545
Assembled_VSG_36546	Cluster 15545
Assembled_VSG_36898	Cluster 15546
Assembled_VSG_36896	Cluster 15546
Assembled_VSG_36901	Cluster 15547
Assembled_VSG_36897	Cluster 15547
Assembled_VSG_36899	Cluster 15548
Assembled_VSG_36900	Cluster 15548
Assembled_VSG_37040	Cluster 15549
Assembled_VSG_37065	Cluster 15550
Assembled_VSG_47547	Cluster 15550
Assembled_VSG_36559	Cluster 15551
Assembled_VSG_36765	Cluster 15552
Assembled_VSG_36769	Cluster 15552
Assembled_VSG_36552	Cluster 15553
Assembled_VSG_36549	Cluster 15553
Assembled_VSG_36551	Cluster 15554
Assembled_VSG_36562	Cluster 15554
Assembled_VSG_36611	Cluster 15554
Assembled_VSG_36639	Cluster 15554
Assembled_VSG_36640	Cluster 15554
Assembled_VSG_66683	Cluster 15555
Assembled_VSG_36895	Cluster 15555
Assembled_VSG_37039	Cluster 15555
Assembled_VSG_37216	Cluster 15556
Assembled_VSG_36707	Cluster 15557
Assembled_VSG_38336	Cluster 15557
Assembled_VSG_38061	Cluster 15557
Assembled_VSG_38081	Cluster 15557
Assembled_VSG_37209	Cluster 15558
Assembled_VSG_37207	Cluster 15559
Assembled_VSG_37214	Cluster 15559
Assembled_VSG_37208	Cluster 15560
Assembled_VSG_37215	Cluster 15560
Assembled_VSG_37205	Cluster 15560
Assembled_VSG_37210	Cluster 15560
Assembled_VSG_37202	Cluster 15560
Assembled_VSG_37211	Cluster 15561
Assembled_VSG_37201	Cluster 15561
Assembled_VSG_36991	Cluster 15562
Assembled_VSG_52338	Cluster 15562
Assembled_VSG_37204	Cluster 15563
Assembled_VSG_37206	Cluster 15563
Assembled_VSG_36705	Cluster 15564
Assembled_VSG_36737	Cluster 15564
Assembled_VSG_37200	Cluster 15565
Assembled_VSG_46101	Cluster 15566
Assembled_VSG_36854	Cluster 15566
Assembled_VSG_36713	Cluster 15567
Assembled_VSG_37224	Cluster 15568
Assembled_VSG_36711	Cluster 15569
Assembled_VSG_36993	Cluster 15570
Assembled_VSG_36998	Cluster 15570
Assembled_VSG_36716	Cluster 15571
Assembled_VSG_36715	Cluster 15571
Assembled_VSG_36995	Cluster 15572
Assembled_VSG_36992	Cluster 15572
Assembled_VSG_49389	Cluster 15572
Assembled_VSG_36997	Cluster 15573
Assembled_VSG_36856	Cluster 15574
Assembled_VSG_61579	Cluster 15574
Assembled_VSG_37220	Cluster 15575
Assembled_VSG_36994	Cluster 15575
Assembled_VSG_36858	Cluster 15576
Assembled_VSG_36867	Cluster 15577
Assembled_VSG_36996	Cluster 15578
Assembled_VSG_36718	Cluster 15579
Assembled_VSG_36999	Cluster 15580
Assembled_VSG_36723	Cluster 15581
Assembled_VSG_60143	Cluster 15581
Assembled_VSG_40934	Cluster 15582
Assembled_VSG_37228	Cluster 15582
Assembled_VSG_37226	Cluster 15583
Assembled_VSG_37000	Cluster 15584
Assembled_VSG_37267	Cluster 15584
Assembled_VSG_36728	Cluster 15585
Assembled_VSG_36863	Cluster 15586
Assembled_VSG_36862	Cluster 15586
Assembled_VSG_37489	Cluster 15587
Assembled_VSG_37243	Cluster 15587
Assembled_VSG_37490	Cluster 15587
Assembled_VSG_36727	Cluster 15588
Assembled_VSG_37018	Cluster 15589
Assembled_VSG_37760	Cluster 15589
Assembled_VSG_37310	Cluster 15589
Assembled_VSG_37014	Cluster 15590
Assembled_VSG_37011	Cluster 15591
Assembled_VSG_36752	Cluster 15592
Assembled_VSG_36751	Cluster 15593
Assembled_VSG_37016	Cluster 15594
Assembled_VSG_39986	Cluster 15594
Assembled_VSG_36875	Cluster 15595
Assembled_VSG_45536	Cluster 15596
Assembled_VSG_37285	Cluster 15596
Assembled_VSG_37288	Cluster 15596
Assembled_VSG_37297	Cluster 15596
Assembled_VSG_41642	Cluster 15596
Assembled_VSG_53663	Cluster 15596
Assembled_VSG_37275	Cluster 15597
Assembled_VSG_55699	Cluster 15597
Assembled_VSG_37283	Cluster 15598
Assembled_VSG_37286	Cluster 15598
Assembled_VSG_51475	Cluster 15599
Assembled_VSG_47152	Cluster 15599
Assembled_VSG_36877	Cluster 15599
Assembled_VSG_47807	Cluster 15599
Assembled_VSG_36876	Cluster 15600
Assembled_VSG_37287	Cluster 15601
Assembled_VSG_36754	Cluster 15602
Assembled_VSG_36759	Cluster 15602
Assembled_VSG_36755	Cluster 15603
Assembled_VSG_36879	Cluster 15604
Assembled_VSG_36878	Cluster 15605
Assembled_VSG_36882	Cluster 15606
Assembled_VSG_36881	Cluster 15607
Assembled_VSG_36880	Cluster 15607
Assembled_VSG_54229	Cluster 15608
Assembled_VSG_37294	Cluster 15608
Assembled_VSG_50608	Cluster 15609
Assembled_VSG_69195	Cluster 15609
Assembled_VSG_37299	Cluster 15609
Assembled_VSG_37300	Cluster 15609
Assembled_VSG_37291	Cluster 15610
Assembled_VSG_37023	Cluster 15611
Assembled_VSG_37307	Cluster 15612
Assembled_VSG_37019	Cluster 15613
Assembled_VSG_37308	Cluster 15614
Assembled_VSG_37298	Cluster 15615
Assembled_VSG_37305	Cluster 15616
Assembled_VSG_55692	Cluster 15617
Assembled_VSG_36887	Cluster 15617
Assembled_VSG_50827	Cluster 15617
Assembled_VSG_50831	Cluster 15617
Assembled_VSG_37302	Cluster 15618
Assembled_VSG_36760	Cluster 15619
Assembled_VSG_36888	Cluster 15620
Assembled_VSG_36902	Cluster 15621
Assembled_VSG_36564	Cluster 15622
Assembled_VSG_36565	Cluster 15623
Assembled_VSG_36775	Cluster 15624
Assembled_VSG_36903	Cluster 15625
Assembled_VSG_36776	Cluster 15626
Assembled_VSG_38393	Cluster 15626
Assembled_VSG_39002	Cluster 15627
Assembled_VSG_36779	Cluster 15627
Assembled_VSG_36780	Cluster 15627
Assembled_VSG_38401	Cluster 15627
Assembled_VSG_36905	Cluster 15628
Assembled_VSG_36906	Cluster 15629
Assembled_VSG_37064	Cluster 15630
Assembled_VSG_36576	Cluster 15631
Assembled_VSG_36782	Cluster 15632
Assembled_VSG_36908	Cluster 15633
Assembled_VSG_36580	Cluster 15634
Assembled_VSG_36786	Cluster 15635
Assembled_VSG_36909	Cluster 15636
Assembled_VSG_36910	Cluster 15637
Assembled_VSG_36911	Cluster 15638
Assembled_VSG_36789	Cluster 15639
Assembled_VSG_36794	Cluster 15639
Assembled_VSG_36912	Cluster 15640
Assembled_VSG_37344	Cluster 15640
Assembled_VSG_37829	Cluster 15640
Assembled_VSG_36913	Cluster 15641
Assembled_VSG_36914	Cluster 15642
Assembled_VSG_36791	Cluster 15643
Assembled_VSG_36792	Cluster 15643
Assembled_VSG_37090	Cluster 15644
Assembled_VSG_37092	Cluster 15645
Assembled_VSG_37093	Cluster 15645
Assembled_VSG_37097	Cluster 15645
Assembled_VSG_36586	Cluster 15646
Assembled_VSG_36795	Cluster 15647
Assembled_VSG_37094	Cluster 15648
Assembled_VSG_36588	Cluster 15649
Assembled_VSG_36595	Cluster 15649
Assembled_VSG_37096	Cluster 15650
Assembled_VSG_37099	Cluster 15651
Assembled_VSG_54000	Cluster 15652
Assembled_VSG_37100	Cluster 15652
Assembled_VSG_36796	Cluster 15653
Assembled_VSG_36797	Cluster 15653
Assembled_VSG_36921	Cluster 15654
Assembled_VSG_36922	Cluster 15654
Assembled_VSG_36599	Cluster 15655
Assembled_VSG_36600	Cluster 15656
Assembled_VSG_44662	Cluster 15656
Assembled_VSG_36924	Cluster 15657
Assembled_VSG_36925	Cluster 15657
Assembled_VSG_36798	Cluster 15658
Assembled_VSG_36926	Cluster 15659
Assembled_VSG_36799	Cluster 15660
Assembled_VSG_37110	Cluster 15661
Assembled_VSG_48920	Cluster 15662
Assembled_VSG_48764	Cluster 15662
Assembled_VSG_48780	Cluster 15662
Assembled_VSG_36606	Cluster 15662
Assembled_VSG_48912	Cluster 15662
Assembled_VSG_37342	Cluster 15663
Assembled_VSG_36800	Cluster 15663
Assembled_VSG_36801	Cluster 15664
Assembled_VSG_36802	Cluster 15664
Assembled_VSG_36803	Cluster 15665
Assembled_VSG_36805	Cluster 15666
Assembled_VSG_36927	Cluster 15667
Assembled_VSG_41435	Cluster 15668
Assembled_VSG_41436	Cluster 15668
Assembled_VSG_36806	Cluster 15668
Assembled_VSG_42194	Cluster 15668
Assembled_VSG_77290	Cluster 15668
Assembled_VSG_36614	Cluster 15669
Assembled_VSG_36615	Cluster 15669
Assembled_VSG_56363	Cluster 15670
Assembled_VSG_36930	Cluster 15670
Assembled_VSG_36931	Cluster 15671
Assembled_VSG_36809	Cluster 15672
Assembled_VSG_36810	Cluster 15673
Assembled_VSG_36811	Cluster 15674
Assembled_VSG_36933	Cluster 15675
Assembled_VSG_36812	Cluster 15676
Assembled_VSG_36813	Cluster 15677
Assembled_VSG_36814	Cluster 15678
Assembled_VSG_41015	Cluster 15679
Assembled_VSG_41013	Cluster 15679
Assembled_VSG_41014	Cluster 15679
Assembled_VSG_40701	Cluster 15679
Assembled_VSG_37463	Cluster 15679
Assembled_VSG_36935	Cluster 15679
Assembled_VSG_42995	Cluster 15679
Assembled_VSG_36826	Cluster 15679
Assembled_VSG_36828	Cluster 15679
Assembled_VSG_38436	Cluster 15679
Assembled_VSG_36817	Cluster 15680
Assembled_VSG_40982	Cluster 15681
Assembled_VSG_36818	Cluster 15681
Assembled_VSG_36942	Cluster 15682
Assembled_VSG_36633	Cluster 15683
Assembled_VSG_36634	Cluster 15683
Assembled_VSG_36664	Cluster 15683
Assembled_VSG_36943	Cluster 15684
Assembled_VSG_36944	Cluster 15684
Assembled_VSG_36946	Cluster 15684
Assembled_VSG_36945	Cluster 15685
Assembled_VSG_37152	Cluster 15686
Assembled_VSG_44129	Cluster 15687
Assembled_VSG_40436	Cluster 15687
Assembled_VSG_37158	Cluster 15687
Assembled_VSG_37159	Cluster 15687
Assembled_VSG_36645	Cluster 15688
Assembled_VSG_37160	Cluster 15689
Assembled_VSG_37161	Cluster 15690
Assembled_VSG_36956	Cluster 15691
Assembled_VSG_73211	Cluster 15691
Assembled_VSG_36957	Cluster 15692
Assembled_VSG_36958	Cluster 15693
Assembled_VSG_36837	Cluster 15694
Assembled_VSG_44724	Cluster 15694
Assembled_VSG_40473	Cluster 15694
Assembled_VSG_36959	Cluster 15695
Assembled_VSG_47204	Cluster 15696
Assembled_VSG_44879	Cluster 15696
Assembled_VSG_45071	Cluster 15696
Assembled_VSG_44819	Cluster 15696
Assembled_VSG_45266	Cluster 15696
Assembled_VSG_44884	Cluster 15696
Assembled_VSG_48012	Cluster 15696
Assembled_VSG_36960	Cluster 15696
Assembled_VSG_44826	Cluster 15696
Assembled_VSG_44518	Cluster 15696
Assembled_VSG_51214	Cluster 15696
Assembled_VSG_44573	Cluster 15696
Assembled_VSG_45149	Cluster 15696
Assembled_VSG_48977	Cluster 15696
Assembled_VSG_44365	Cluster 15696
Assembled_VSG_36663	Cluster 15697
Assembled_VSG_36965	Cluster 15698
Assembled_VSG_36966	Cluster 15698
Assembled_VSG_41494	Cluster 15698
Assembled_VSG_36968	Cluster 15699
Assembled_VSG_36839	Cluster 15700
Assembled_VSG_59242	Cluster 15700
Assembled_VSG_45122	Cluster 15700
Assembled_VSG_37175	Cluster 15701
Assembled_VSG_37176	Cluster 15701
Assembled_VSG_50003	Cluster 15702
Assembled_VSG_44824	Cluster 15702
Assembled_VSG_36972	Cluster 15702
Assembled_VSG_59991	Cluster 15703
Assembled_VSG_36973	Cluster 15703
Assembled_VSG_36975	Cluster 15703
Assembled_VSG_60192	Cluster 15703
Assembled_VSG_59794	Cluster 15703
Assembled_VSG_66097	Cluster 15703
Assembled_VSG_36974	Cluster 15704
Assembled_VSG_36667	Cluster 15705
Assembled_VSG_36842	Cluster 15706
Assembled_VSG_36843	Cluster 15706
Assembled_VSG_36679	Cluster 15707
Assembled_VSG_36685	Cluster 15708
Assembled_VSG_47580	Cluster 15709
Assembled_VSG_37192	Cluster 15709
Assembled_VSG_36978	Cluster 15710
Assembled_VSG_36979	Cluster 15711
Assembled_VSG_54934	Cluster 15711
Assembled_VSG_64369	Cluster 15712
Assembled_VSG_64387	Cluster 15712
Assembled_VSG_36696	Cluster 15712
Assembled_VSG_38472	Cluster 15713
Assembled_VSG_36980	Cluster 15713
Assembled_VSG_36981	Cluster 15714
Assembled_VSG_37195	Cluster 15715
Assembled_VSG_36982	Cluster 15716
Assembled_VSG_36983	Cluster 15716
Assembled_VSG_36987	Cluster 15716
Assembled_VSG_36698	Cluster 15717
Assembled_VSG_36699	Cluster 15717
Assembled_VSG_36986	Cluster 15718
Assembled_VSG_36700	Cluster 15719
Assembled_VSG_36701	Cluster 15720
Assembled_VSG_36988	Cluster 15721
Assembled_VSG_36989	Cluster 15722
Assembled_VSG_36990	Cluster 15723
Assembled_VSG_36850	Cluster 15724
Assembled_VSG_36704	Cluster 15725
Assembled_VSG_36851	Cluster 15726
Assembled_VSG_37001	Cluster 15727
Assembled_VSG_76165	Cluster 15727
Assembled_VSG_37872	Cluster 15728
Assembled_VSG_37245	Cluster 15728
Assembled_VSG_42281	Cluster 15729
Assembled_VSG_66394	Cluster 15729
Assembled_VSG_37002	Cluster 15729
Assembled_VSG_39068	Cluster 15729
Assembled_VSG_36739	Cluster 15730
Assembled_VSG_36740	Cluster 15731
Assembled_VSG_36741	Cluster 15731
Assembled_VSG_36742	Cluster 15731
Assembled_VSG_36743	Cluster 15732
Assembled_VSG_53318	Cluster 15732
Assembled_VSG_37249	Cluster 15733
Assembled_VSG_37003	Cluster 15734
Assembled_VSG_43388	Cluster 15734
Assembled_VSG_37004	Cluster 15735
Assembled_VSG_36870	Cluster 15736
Assembled_VSG_37006	Cluster 15737
Assembled_VSG_40148	Cluster 15738
Assembled_VSG_40149	Cluster 15738
Assembled_VSG_37252	Cluster 15738
Assembled_VSG_36745	Cluster 15739
Assembled_VSG_45530	Cluster 15739
Assembled_VSG_37254	Cluster 15740
Assembled_VSG_37255	Cluster 15741
Assembled_VSG_37256	Cluster 15742
Assembled_VSG_36746	Cluster 15743
Assembled_VSG_36747	Cluster 15744
Assembled_VSG_37259	Cluster 15745
Assembled_VSG_40146	Cluster 15746
Assembled_VSG_40147	Cluster 15746
Assembled_VSG_37261	Cluster 15746
Assembled_VSG_52925	Cluster 15747
Assembled_VSG_37265	Cluster 15747
Assembled_VSG_36581	Cluster 15748
Assembled_VSG_36684	Cluster 15749
Assembled_VSG_36738	Cluster 15750
Assembled_VSG_36744	Cluster 15751
Assembled_VSG_36950	Cluster 15752
Assembled_VSG_36949	Cluster 15752
Assembled_VSG_36777	Cluster 15753
Assembled_VSG_36569	Cluster 15754
Assembled_VSG_37026	Cluster 15755
Assembled_VSG_37212	Cluster 15755
Assembled_VSG_37196	Cluster 15755
Assembled_VSG_37111	Cluster 15755
Assembled_VSG_37304	Cluster 15755
Assembled_VSG_45905	Cluster 15755
Assembled_VSG_37072	Cluster 15755
Assembled_VSG_66185	Cluster 15755
Assembled_VSG_37101	Cluster 15755
Assembled_VSG_37125	Cluster 15755
Assembled_VSG_37030	Cluster 15756
Assembled_VSG_37041	Cluster 15756
Assembled_VSG_37042	Cluster 15756
Assembled_VSG_37025	Cluster 15756
Assembled_VSG_37115	Cluster 15756
Assembled_VSG_37118	Cluster 15756
Assembled_VSG_37119	Cluster 15756
Assembled_VSG_44690	Cluster 15756
Assembled_VSG_37141	Cluster 15756
Assembled_VSG_37143	Cluster 15756
Assembled_VSG_37147	Cluster 15756
Assembled_VSG_37154	Cluster 15756
Assembled_VSG_37180	Cluster 15756
Assembled_VSG_37188	Cluster 15756
Assembled_VSG_37190	Cluster 15756
Assembled_VSG_37191	Cluster 15756
Assembled_VSG_37031	Cluster 15757
Assembled_VSG_37054	Cluster 15757
Assembled_VSG_37037	Cluster 15758
Assembled_VSG_46611	Cluster 15758
Assembled_VSG_37029	Cluster 15759
Assembled_VSG_37045	Cluster 15760
Assembled_VSG_42068	Cluster 15760
Assembled_VSG_37114	Cluster 15760
Assembled_VSG_37116	Cluster 15760
Assembled_VSG_37145	Cluster 15760
Assembled_VSG_37146	Cluster 15760
Assembled_VSG_37150	Cluster 15760
Assembled_VSG_37155	Cluster 15760
Assembled_VSG_37162	Cluster 15760
Assembled_VSG_37164	Cluster 15760
Assembled_VSG_37167	Cluster 15760
Assembled_VSG_37178	Cluster 15760
Assembled_VSG_37185	Cluster 15760
Assembled_VSG_37374	Cluster 15761
Assembled_VSG_42318	Cluster 15761
Assembled_VSG_37381	Cluster 15761
Assembled_VSG_40233	Cluster 15761
Assembled_VSG_37315	Cluster 15762
Assembled_VSG_37317	Cluster 15762
Assembled_VSG_37032	Cluster 15763
Assembled_VSG_70729	Cluster 15763
Assembled_VSG_70445	Cluster 15763
Assembled_VSG_70506	Cluster 15763
Assembled_VSG_37515	Cluster 15764
Assembled_VSG_65206	Cluster 15764
Assembled_VSG_49030	Cluster 15764
Assembled_VSG_37314	Cluster 15765
Assembled_VSG_37849	Cluster 15765
Assembled_VSG_69142	Cluster 15765
Assembled_VSG_37429	Cluster 15766
Assembled_VSG_37426	Cluster 15766
Assembled_VSG_37048	Cluster 15767
Assembled_VSG_37186	Cluster 15767
Assembled_VSG_37430	Cluster 15768
Assembled_VSG_43912	Cluster 15769
Assembled_VSG_44947	Cluster 15769
Assembled_VSG_37033	Cluster 15769
Assembled_VSG_37036	Cluster 15769
Assembled_VSG_37035	Cluster 15769
Assembled_VSG_37051	Cluster 15769
Assembled_VSG_37049	Cluster 15769
Assembled_VSG_37053	Cluster 15769
Assembled_VSG_37136	Cluster 15769
Assembled_VSG_43911	Cluster 15770
Assembled_VSG_44948	Cluster 15770
Assembled_VSG_37034	Cluster 15770
Assembled_VSG_47588	Cluster 15770
Assembled_VSG_37052	Cluster 15770
Assembled_VSG_37044	Cluster 15770
Assembled_VSG_37043	Cluster 15770
Assembled_VSG_37068	Cluster 15770
Assembled_VSG_37069	Cluster 15770
Assembled_VSG_37070	Cluster 15770
Assembled_VSG_37071	Cluster 15770
Assembled_VSG_37082	Cluster 15770
Assembled_VSG_37129	Cluster 15770
